date,bfpd,intake_pressure_psi,motor_temp_f,motor_amps,runtime_pct,drive_freq_hz,current_imbalance_pct
2026-03-27,2429.307540800611,148.99916825940895,287.67353004919227,61.02715163687663,97.81326903321009,57.81219228201786,2.898481928615449
2026-03-28,2481.3813984094627,112.96252899778155,278.8203619533379,61.88819593391303,99.64205059832068,58.45175067913752,3.446923722109855
2026-03-29,2329.7364742377517,121.36586417721394,280.7479770278449,63.714061838110254,98.12895705264313,57.54560947540815,2.1569498601509065
2026-03-30,2290.959225224958,127.76612387889884,282.73132013421196,63.63204872203603,98.77906338665228,57.86736722352172,3.6445439518773703
2026-03-31,2160.9794146654363,131.74033535358132,287.45288775876,63.33197763659149,99.11290805864856,58.426341405172245,3.2821291004710043
2026-04-01,2516.5947578383443,141.81139390773515,283.3789940399723,63.50974678293595,98.12769514391846,57.69197632196837,3.2858833905891918
2026-04-02,2401.998876069126,133.20792279737438,293.43873872176323,65.50031673326379,98.59567303368807,58.10311403697244,4.185017754293034
2026-04-03,2424.6877613936194,128.67126018548555,274.27030360884226,65.0901151860834,98.46092661802167,57.97206170091045,4.265506448738348
2026-04-04,2305.9686148193264,143.48032565046952,289.92357146684407,59.29611010660812,99.11273110429934,58.62694474296723,1.7846533607152733
2026-04-05,2547.1797635143153,159.2531192936734,283.90370264744854,60.70659064711394,98.94118662749945,57.431245631782595,2.3447493625406524
2026-04-06,2513.184069321362,107.23619787925001,290.2389476953863,67.4879429245983,98.91665757609388,57.78341589373909,3.5383467692384967
2026-04-07,2385.381134221477,127.23978205393226,299.300608089027,67.91167803929888,100.0,57.87002073456156,2.698923691943297
2026-04-08,2333.2963850517262,138.47748664379117,287.0207577760997,65.01510837178023,99.43396169271031,58.14950876592269,4.990139110632223
2026-04-09,2357.1970339129703,128.12593539308455,288.6186082005736,62.640575207588356,99.3463888722902,58.220776330221234,4.105859099239945
2026-04-10,2304.164934909042,148.11626941043747,292.4518056910883,66.04675114226053,99.87783924382528,58.16937324257332,2.1793410591448734
2026-04-11,2403.1876979088647,121.34102403582934,279.4752102554813,65.74828361225667,100.0,58.56765540562011,2.243979790396134
2026-04-12,2326.0598736359343,110.90046241554828,291.41015855930544,59.179723989667316,100.0,58.2687896097209,1.7345559146447505
2026-04-13,2470.265102465045,138.92508590390852,292.33413118603016,64.14261723864855,98.15596320199606,57.48763982364761,3.371408892272764
2026-04-14,2356.8637710409507,85.62433230600759,286.62862278404094,59.853659588894836,99.42250362574585,57.421969085573245,2.394727208910825
2026-04-15,2357.525152327277,118.24485769846389,291.36762336710865,62.79188285902764,99.6190697752707,57.78500738228181,2.3241407138977905
2026-04-16,2584.470360504239,160.6293411418497,288.22148304338987,64.38232038785621,99.7709547168971,57.78975038968312,1.7346589117011468
2026-04-17,2312.913657293753,125.28870819312037,282.8725642765278,69.56309515285915,98.88711909869069,57.82529049975865,3.8897148119970515
2026-04-18,2211.850093446544,130.01842523402868,279.56495569874954,58.166890420966965,99.05759333498017,58.419480963281124,2.2530438260284726
2026-04-19,2443.9458230888936,110.13477788946257,293.33966665017016,63.56153636161126,98.29108167719623,57.74751493033232,2.094169754239042
2026-04-20,2150.6557786308754,123.81797350530294,298.13771617576737,66.7926024690657,98.70516202193991,58.443639454391054,1.113524789211012
2026-04-21,2431.7254362990866,121.78970112882078,282.73907387785135,66.86162230760921,98.06687242097635,58.45947899594973,3.4047553694405424
2026-04-22,2517.806417027117,151.55463761942084,289.66996926364675,67.52687955762723,100.0,58.01247066476275,3.2304354203662053
2026-04-23,2408.4138036904938,108.28526331970602,280.18079718078764,62.1072883586559,98.5844232471418,57.79151483287702,3.731235894162912
2026-04-24,2401.113008915545,83.19340580934514,284.6462861019975,64.81498847537193,98.25385358151738,58.51522840146279,4.435508323272798
2026-04-25,2153.9268777300535,129.05008002179048,284.49896537959694,63.929354473975664,99.23627010674142,57.661718162024684,3.207133757674404
2026-04-26,2466.6364422670545,145.95745765314447,280.6409356513343,69.3622282412793,99.08542502990043,58.19157072317729,2.6556518875748507
2026-04-27,2447.555108069593,112.13414453486335,287.0345470494918,65.13242738470974,98.45099447933012,58.109022928194825,1.3962176691450447
2026-04-28,2259.36026899506,94.8680943010534,293.4366950954827,65.71436973951948,99.30131390985981,58.51899877983516,3.1076561147862862
2026-04-29,2629.5804896695445,105.88561484853254,290.8532956837967,66.3477039506367,98.49904746731893,58.14354198870389,3.3525322933539647
2026-04-30,2253.118055911173,128.23839451674306,284.3966294090363,61.960597557257366,99.40797498631261,58.00846029681306,3.2570239234399216
2026-05-01,2198.485156593942,113.05787782141337,296.03835206758737,67.55612082717275,98.97839535169231,58.422067935347954,1.0526656809606776
2026-05-02,2182.6730676107204,121.88432102084198,288.8232687942186,62.80155092842554,99.17391987602575,57.8479640111564,4.235457491602549
2026-05-03,2403.1165088785274,85.64282340594616,298.3290786511169,66.7815557356468,98.69515316940088,58.224960846862906,3.621164870027208
2026-05-04,2440.5445500176515,112.95703376468454,279.6864808715013,64.17003727367064,98.46444205503488,58.053094899020444,2.6101083686072304
2026-05-05,2452.916869312157,132.3433804533438,305.6372667657655,70.05570290498682,99.20405445879915,58.01394467228504,2.7158508589379506
2026-05-06,2359.5168026141414,116.30638865240704,286.4784227951801,66.68892839496523,97.7430665704648,57.407025839087694,1.0797518758053828
2026-05-07,2302.4789973556967,104.67256720148757,280.44655043842243,72.48244634868297,100.0,57.99833127375386,3.323121801048189
2026-05-08,2501.131749840965,135.56905365818284,281.1455622239835,60.10198600592369,98.63544728246907,57.59566362408405,2.6565061032184962
2026-05-09,2292.289753612586,134.35169338501166,293.14651953852825,71.03538716670384,100.0,58.21200004059168,1.8695869016032531
2026-05-10,2254.81917528242,112.32284624687419,292.9836581331981,69.61272640057174,99.53743761686019,58.947900660720805,4.974232377180086
2026-05-11,2568.1578800991856,107.93333744885268,292.43071776037243,68.02473212676375,98.92561798647071,57.90956957447713,4.544874043590427
2026-05-12,2421.308580977142,137.98866515809263,291.2110392514605,73.88315032810404,98.51768433475559,58.3665659027245,3.7238759070559384
