date,injection_gas_mcfd,bopd,bwpd
2024-03-03,592.556,290.3,200.8
2024-03-04,617.305,290.7,200.5
2024-03-05,605.51,277.2,190.3
2024-03-06,609.613,290.2,196.9
2024-03-07,615.695,292.4,195.4
2024-03-08,608.671,281.8,187.0
2024-03-09,615.613,269.7,188.6
2024-03-10,599.313,270.5,186.7
2024-03-11,621.397,293.0,195.0
2024-03-12,613.445,280.3,190.0
2024-03-13,608.118,269.5,181.1
2024-03-14,615.496,265.1,174.5
2024-03-15,599.756,288.5,196.3
2024-03-16,605.097,275.2,184.4
2024-03-17,615.613,287.5,190.1
2024-03-18,595.518,297.7,194.2
2024-03-19,610.249,270.1,175.9
2024-03-20,610.078,281.1,188.6
2024-03-21,618.798,279.6,188.9
2024-03-22,597.242,286.3,189.7
2024-03-23,11.122,185.8,127.9
2024-03-24,10.885,168.8,114.1
2024-03-25,10.897,181.2,124.5
2024-03-26,10.813,185.8,125.3
2024-03-27,14.61,179.4,119.1
2024-03-28,14.83,178.2,121.0
2024-03-29,14.606,184.7,121.1
2024-03-30,14.88,180.9,124.2
2024-03-31,19.799,186.9,123.6
2024-04-01,19.69,183.2,127.0
2024-04-02,19.826,174.4,117.1
2024-04-03,19.998,186.1,129.5
2024-04-04,26.82,193.8,127.6
2024-04-05,26.904,185.7,123.6
2024-04-06,27.082,171.5,117.3
2024-04-07,27.186,180.2,125.6
2024-04-08,36.179,184.1,130.0
2024-04-09,35.913,177.2,120.1
2024-04-10,36.319,179.8,127.5
2024-04-11,36.462,176.0,118.3
2024-04-12,48.256,191.8,133.5
2024-04-13,48.535,192.5,127.3
2024-04-14,48.619,176.2,120.6
2024-04-15,48.869,196.8,125.6
2024-04-16,65.578,196.0,129.0
2024-04-17,66.548,197.6,135.4
2024-04-18,65.02,193.6,126.8
2024-04-19,65.037,187.1,128.0
2024-04-20,88.87,192.5,133.4
2024-04-21,89.011,197.2,131.9
2024-04-22,87.871,202.4,133.7
2024-04-23,88.627,202.6,135.6
2024-04-24,119.839,208.8,138.0
2024-04-25,119.848,205.0,138.5
2024-04-26,120.504,205.4,139.4
2024-04-27,119.525,229.9,154.5
2024-04-28,164.759,208.4,147.2
2024-04-29,163.152,215.1,143.0
2024-04-30,161.049,243.2,170.5
2024-05-01,162.513,224.3,148.0
2024-05-02,219.357,217.2,147.4
2024-05-03,221.746,235.5,164.3
2024-05-04,217.77,218.9,152.5
2024-05-05,220.766,239.8,160.7
2024-05-06,295.753,240.3,165.0
2024-05-07,300.038,239.1,163.7
2024-05-08,299.445,261.5,174.7
2024-05-09,296.211,247.8,170.4
2024-05-10,397.87,263.7,187.1
2024-05-11,400.937,262.3,179.8
2024-05-12,398.196,252.7,173.6
2024-05-13,405.619,264.2,182.0
2024-05-14,538.712,291.9,190.5
2024-05-15,536.106,274.3,187.9
2024-05-16,535.816,296.9,196.0
2024-05-17,531.76,284.7,190.0
2024-05-18,730.401,285.1,203.8
2024-05-19,720.402,292.1,196.5
2024-05-20,734.335,293.1,194.8
2024-05-21,716.967,270.6,188.6
2024-05-22,981.381,302.6,200.1
2024-05-23,991.408,305.2,204.3
2024-05-24,959.039,291.2,203.5
2024-05-25,999.915,305.3,207.0
2024-05-26,1316.949,314.1,204.5
2024-05-27,1324.44,316.8,217.5
2024-05-28,1330.132,318.6,213.6
2024-05-29,1332.178,306.3,215.6
2024-05-30,1789.544,298.3,198.9
2024-05-31,1802.456,332.5,231.2
2024-06-01,1793.92,306.2,216.8
2024-06-02,1816.082,315.4,209.1
2024-06-03,2420.76,311.7,210.1
2024-06-04,2455.493,308.1,210.7
2024-06-05,2429.881,337.9,223.9
2024-06-06,2364.695,331.9,226.3
2024-06-07,622.694,287.3,193.4
2024-06-08,603.363,279.5,188.1
2024-06-09,615.924,287.9,195.2
2024-06-10,607.011,281.0,190.6
2024-06-11,613.287,278.3,189.2
2024-06-12,602.67,285.5,190.4
2024-06-13,610.646,277.2,185.1
2024-06-14,605.312,283.4,191.3
2024-06-15,616.43,283.5,191.8
2024-06-16,609.51,288.6,193.3
2024-06-17,612.528,272.9,186.3
2024-06-18,593.716,292.5,189.2
2024-06-19,606.329,272.1,180.9
2024-06-20,609.34,274.9,184.8
2024-06-21,608.205,276.9,183.5
2024-06-22,612.681,264.3,186.5
2024-06-23,604.628,291.5,197.5
2024-06-24,607.144,269.0,183.0
2024-06-25,614.016,274.4,183.6
2024-06-26,593.02,293.3,198.5
2024-06-27,610.425,277.6,182.3
2024-06-28,604.822,278.5,187.8
2024-06-29,601.312,271.1,179.3
2024-06-30,608.891,290.7,195.5
