date,injection_gas_mcfd,bopd,bwpd
2024-03-03,766.423,218.4,329.3
2024-03-04,778.192,215.0,354.1
2024-03-05,769.749,194.6,303.2
2024-03-06,761.683,221.2,343.0
2024-03-07,772.227,217.5,331.8
2024-03-08,784.713,201.8,341.6
2024-03-09,778.022,212.8,344.6
2024-03-10,790.081,217.6,326.1
2024-03-11,775.826,200.5,305.7
2024-03-12,793.411,227.7,347.9
2024-03-13,775.829,219.1,339.5
2024-03-14,774.628,218.5,327.7
2024-03-15,764.545,206.8,323.9
2024-03-16,783.055,198.4,323.1
2024-03-17,770.565,226.2,331.5
2024-03-18,769.443,237.6,350.6
2024-03-19,784.376,222.3,336.3
2024-03-20,783.424,208.1,315.3
2024-03-21,783.221,209.9,349.1
2024-03-22,771.649,212.1,339.5
2024-03-23,9.354,110.3,176.2
2024-03-24,9.353,112.3,171.3
2024-03-25,9.432,96.6,147.2
2024-03-26,9.504,115.2,167.9
2024-03-27,12.675,103.8,164.7
2024-03-28,12.878,102.7,161.3
2024-03-29,12.742,106.1,171.6
2024-03-30,12.599,112.4,171.8
2024-03-31,17.182,104.6,160.3
2024-04-01,17.331,114.4,177.3
2024-04-02,17.381,112.7,179.7
2024-04-03,17.243,115.7,168.5
2024-04-04,23.0,107.7,170.7
2024-04-05,22.944,109.1,168.0
2024-04-06,23.126,121.1,179.3
2024-04-07,23.379,111.9,159.4
2024-04-08,31.162,121.5,186.2
2024-04-09,31.168,111.6,181.7
2024-04-10,31.043,111.2,182.7
2024-04-11,30.926,107.3,167.5
2024-04-12,41.8,113.5,188.5
2024-04-13,41.925,122.6,188.6
2024-04-14,42.587,110.9,177.2
2024-04-15,41.767,123.2,186.5
2024-04-16,56.525,125.9,190.3
2024-04-17,56.007,122.6,184.0
2024-04-18,56.901,134.5,191.7
2024-04-19,57.268,109.9,177.9
2024-04-20,77.473,133.9,201.2
2024-04-21,76.389,140.8,210.3
2024-04-22,76.672,141.1,207.9
2024-04-23,76.117,132.4,202.3
2024-04-24,103.412,130.0,214.3
2024-04-25,103.192,127.2,212.3
2024-04-26,102.929,140.6,203.3
2024-04-27,103.011,141.2,214.6
2024-04-28,139.437,144.8,214.5
2024-04-29,138.401,146.9,235.0
2024-04-30,138.473,157.3,245.0
2024-05-01,141.179,148.4,223.1
2024-05-02,192.384,149.2,230.4
2024-05-03,185.051,149.6,226.3
2024-05-04,184.948,155.2,254.3
2024-05-05,185.514,154.1,242.4
2024-05-06,252.487,172.5,272.6
2024-05-07,255.012,176.3,245.6
2024-05-08,254.243,175.5,269.7
2024-05-09,253.183,160.2,267.4
2024-05-10,342.858,172.4,279.5
2024-05-11,338.693,187.4,269.2
2024-05-12,340.221,175.4,267.0
2024-05-13,340.985,203.0,298.9
2024-05-14,452.921,187.7,308.8
2024-05-15,454.867,200.3,311.5
2024-05-16,455.05,195.6,292.7
2024-05-17,463.728,188.8,291.2
2024-05-18,622.524,220.4,307.7
2024-05-19,624.795,224.7,332.2
2024-05-20,609.576,204.5,315.4
2024-05-21,611.788,197.9,314.9
2024-05-22,843.524,231.6,331.6
2024-05-23,814.682,225.6,342.6
2024-05-24,848.229,229.5,367.5
2024-05-25,822.688,230.2,335.6
2024-05-26,1140.272,232.0,360.5
2024-05-27,1120.689,233.2,360.2
2024-05-28,1142.596,208.3,342.7
2024-05-29,1167.012,220.1,336.1
2024-05-30,1491.11,221.7,339.2
2024-05-31,1536.404,214.4,341.3
2024-06-01,1498.205,245.5,359.6
2024-06-02,1532.306,234.9,358.8
2024-06-03,2054.62,235.7,356.8
2024-06-04,2061.549,209.0,320.3
2024-06-05,2040.107,246.6,392.4
2024-06-06,2074.948,221.3,348.2
2024-06-07,763.237,239.1,358.0
2024-06-08,784.07,204.8,317.2
2024-06-09,771.284,203.3,331.5
2024-06-10,763.591,201.9,301.4
2024-06-11,786.806,220.6,341.8
2024-06-12,773.932,209.0,319.6
2024-06-13,789.228,209.2,321.6
2024-06-14,783.913,213.9,309.8
2024-06-15,768.272,216.9,352.7
2024-06-16,773.796,227.9,340.9
2024-06-17,775.391,228.0,365.3
2024-06-18,786.274,215.3,323.9
2024-06-19,777.842,222.9,335.4
2024-06-20,775.819,200.7,323.9
2024-06-21,772.906,209.8,335.7
2024-06-22,774.062,212.1,329.4
2024-06-23,784.557,218.3,346.2
2024-06-24,774.482,228.1,347.5
2024-06-25,771.395,226.2,348.4
2024-06-26,770.082,213.4,320.6
2024-06-27,770.165,221.5,353.2
2024-06-28,763.595,220.3,330.6
2024-06-29,768.642,207.3,338.0
2024-06-30,786.058,213.5,325.0
