date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1760.356,420.2,334.1
2024-03-04,1792.359,427.3,372.1
2024-03-05,1755.755,441.2,364.1
2024-03-06,1765.744,424.3,340.2
2024-03-07,1803.089,435.5,365.2
2024-03-08,1794.842,441.1,359.7
2024-03-09,1806.361,422.6,343.3
2024-03-10,1775.052,408.4,339.2
2024-03-11,1759.378,416.5,328.9
2024-03-12,1775.608,430.2,355.2
2024-03-13,1781.703,426.0,367.0
2024-03-14,1781.293,414.6,343.4
2024-03-15,1800.065,433.2,350.7
2024-03-16,1773.457,443.1,357.4
2024-03-17,1786.153,443.5,358.7
2024-03-18,1762.291,458.6,372.5
2024-03-19,1787.902,454.8,368.1
2024-03-20,1779.942,408.7,342.7
2024-03-21,1766.541,469.3,366.0
2024-03-22,1775.69,417.0,349.1
2024-03-23,12.608,222.4,180.0
2024-03-24,12.597,212.0,175.2
2024-03-25,12.855,212.0,168.1
2024-03-26,12.619,193.9,164.4
2024-03-27,17.003,210.0,177.7
2024-03-28,16.687,198.8,166.9
2024-03-29,16.892,227.2,178.3
2024-03-30,17.0,225.5,188.6
2024-03-31,22.842,209.8,173.5
2024-04-01,23.318,225.0,176.1
2024-04-02,22.962,211.6,172.9
2024-04-03,23.296,211.6,174.8
2024-04-04,31.055,227.3,188.7
2024-04-05,31.047,221.1,181.8
2024-04-06,31.008,236.6,195.0
2024-04-07,31.037,213.8,182.0
2024-04-08,42.599,233.3,197.3
2024-04-09,40.908,235.8,178.3
2024-04-10,41.041,235.1,190.6
2024-04-11,41.652,223.6,182.1
2024-04-12,56.519,239.0,186.3
2024-04-13,56.901,233.3,191.3
2024-04-14,56.778,223.3,188.9
2024-04-15,56.294,243.8,193.5
2024-04-16,77.032,249.3,205.8
2024-04-17,77.04,252.6,201.5
2024-04-18,76.395,260.8,209.4
2024-04-19,76.989,253.4,215.8
2024-04-20,103.177,253.3,204.1
2024-04-21,102.319,257.4,213.2
2024-04-22,103.615,255.0,198.1
2024-04-23,103.01,249.8,214.9
2024-04-24,138.849,261.6,217.5
2024-04-25,140.892,289.0,235.2
2024-04-26,135.444,270.6,224.9
2024-04-27,136.878,271.5,213.7
2024-04-28,185.133,296.5,250.4
2024-04-29,186.676,263.7,213.8
2024-04-30,186.88,265.2,215.7
2024-05-01,184.533,297.8,240.3
2024-05-02,250.325,311.2,250.5
2024-05-03,250.64,308.8,257.4
2024-05-04,259.029,293.4,241.6
2024-05-05,257.371,307.6,256.1
2024-05-06,339.741,359.0,293.6
2024-05-07,339.905,341.2,283.0
2024-05-08,337.225,335.7,271.5
2024-05-09,334.636,316.4,275.0
2024-05-10,459.797,358.7,281.1
2024-05-11,455.741,321.4,272.1
2024-05-12,459.944,355.3,301.6
2024-05-13,452.969,372.3,297.5
2024-05-14,616.434,347.6,302.0
2024-05-15,622.09,367.4,308.8
2024-05-16,623.442,360.2,302.5
2024-05-17,623.76,367.4,300.7
2024-05-18,827.123,404.0,328.5
2024-05-19,845.355,370.8,301.5
2024-05-20,831.484,410.3,339.2
2024-05-21,843.496,408.3,347.0
2024-05-22,1130.919,413.4,339.8
2024-05-23,1115.472,380.6,303.7
2024-05-24,1127.463,397.6,332.6
2024-05-25,1135.172,434.3,364.2
2024-05-26,1535.558,377.4,314.2
2024-05-27,1524.051,418.0,348.9
2024-05-28,1549.581,409.3,332.3
2024-05-29,1541.579,446.9,356.4
2024-05-30,2054.144,425.0,339.4
2024-05-31,2074.877,448.1,350.4
2024-06-01,2099.254,440.8,362.9
2024-06-02,2099.804,464.6,379.1
2024-06-03,2744.829,432.4,349.4
2024-06-04,2753.207,456.0,344.0
2024-06-05,2820.22,414.1,327.3
2024-06-06,2749.545,448.0,377.7
2024-06-07,1756.347,420.7,337.9
2024-06-08,1771.233,419.0,346.1
2024-06-09,1787.367,437.6,344.6
2024-06-10,1778.065,396.5,337.3
2024-06-11,1768.308,435.2,354.6
2024-06-12,1767.887,445.6,367.3
2024-06-13,1767.208,423.1,368.7
2024-06-14,1764.233,395.6,337.2
2024-06-15,1820.498,430.4,349.1
2024-06-16,1785.183,446.7,359.4
2024-06-17,1795.67,400.0,324.2
2024-06-18,1771.182,409.4,339.6
2024-06-19,1776.577,446.2,363.9
2024-06-20,1767.187,437.3,353.8
2024-06-21,1732.69,429.4,365.5
2024-06-22,1755.36,463.1,377.6
2024-06-23,1747.66,426.0,370.9
2024-06-24,1739.844,441.1,361.7
2024-06-25,1758.611,466.7,400.7
2024-06-26,1803.47,425.2,351.2
2024-06-27,1779.096,411.9,345.9
2024-06-28,1802.858,442.0,354.5
2024-06-29,1787.202,442.8,353.8
2024-06-30,1793.816,419.3,347.2
