date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1696.595,274.2,204.2
2024-03-04,1682.553,270.9,192.4
2024-03-05,1659.801,277.2,196.5
2024-03-06,1694.149,286.0,214.1
2024-03-07,1651.269,270.2,195.8
2024-03-08,1703.22,282.0,210.4
2024-03-09,1679.736,273.6,206.7
2024-03-10,1631.956,257.2,184.2
2024-03-11,1670.675,262.0,186.9
2024-03-12,1687.346,256.2,198.1
2024-03-13,1672.41,259.6,194.0
2024-03-14,1688.37,270.3,197.9
2024-03-15,1662.134,279.3,201.8
2024-03-16,1654.49,284.9,208.1
2024-03-17,1675.186,276.9,198.7
2024-03-18,1676.913,262.5,198.9
2024-03-19,1670.543,249.5,181.0
2024-03-20,1696.958,267.6,203.8
2024-03-21,1662.131,271.3,198.7
2024-03-22,1681.633,275.1,198.2
2024-03-23,12.186,116.1,85.0
2024-03-24,11.988,115.1,79.5
2024-03-25,12.017,110.0,81.2
2024-03-26,12.179,102.7,75.7
2024-03-27,16.757,105.0,79.5
2024-03-28,16.527,110.0,77.5
2024-03-29,16.148,103.3,78.8
2024-03-30,15.921,109.1,82.5
2024-03-31,22.335,110.3,84.3
2024-04-01,22.152,105.4,77.9
2024-04-02,22.426,114.2,86.8
2024-04-03,21.978,112.4,80.0
2024-04-04,30.024,104.3,78.7
2024-04-05,30.173,113.7,82.5
2024-04-06,29.786,116.2,82.4
2024-04-07,29.792,118.7,85.3
2024-04-08,40.383,114.9,85.1
2024-04-09,40.592,121.6,88.1
2024-04-10,40.367,116.9,87.4
2024-04-11,40.766,112.7,79.6
2024-04-12,54.227,117.0,81.9
2024-04-13,53.755,124.5,95.5
2024-04-14,55.556,126.2,95.6
2024-04-15,54.149,124.2,89.4
2024-04-16,73.095,134.9,99.9
2024-04-17,73.464,131.3,99.8
2024-04-18,73.562,130.3,97.6
2024-04-19,73.228,122.5,91.0
2024-04-20,99.179,143.0,108.9
2024-04-21,99.157,139.4,101.3
2024-04-22,99.37,133.3,98.8
2024-04-23,96.858,131.1,97.0
2024-04-24,136.371,148.1,108.9
2024-04-25,133.656,136.3,99.8
2024-04-26,134.631,149.6,111.0
2024-04-27,132.009,139.3,103.2
2024-04-28,179.769,161.8,116.6
2024-04-29,179.405,152.9,115.6
2024-04-30,183.274,158.5,114.4
2024-05-01,179.561,153.2,112.8
2024-05-02,245.572,172.6,126.8
2024-05-03,242.139,184.7,138.0
2024-05-04,242.621,186.3,130.5
2024-05-05,243.126,173.3,131.3
2024-05-06,333.099,191.9,139.5
2024-05-07,322.662,192.4,147.1
2024-05-08,324.55,198.7,145.2
2024-05-09,322.473,182.5,134.9
2024-05-10,438.954,202.7,157.8
2024-05-11,440.179,193.4,142.1
2024-05-12,436.616,213.8,163.5
2024-05-13,440.522,225.1,166.8
2024-05-14,586.764,225.7,168.9
2024-05-15,592.733,207.2,153.7
2024-05-16,606.017,231.4,175.1
2024-05-17,601.246,221.0,160.7
2024-05-18,809.563,240.7,173.7
2024-05-19,799.945,251.8,183.4
2024-05-20,795.636,245.9,182.5
2024-05-21,798.843,239.7,176.4
2024-05-22,1089.894,249.5,188.2
2024-05-23,1099.831,256.1,196.1
2024-05-24,1100.204,257.1,185.5
2024-05-25,1097.241,249.0,180.8
2024-05-26,1460.466,267.9,191.0
2024-05-27,1471.679,264.9,206.7
2024-05-28,1466.59,264.5,197.4
2024-05-29,1468.358,250.9,188.1
2024-05-30,2025.813,287.4,205.4
2024-05-31,1950.386,242.2,179.3
2024-06-01,1980.709,265.8,199.4
2024-06-02,2009.426,266.3,195.8
2024-06-03,2639.747,272.3,207.3
2024-06-04,2661.772,272.9,214.6
2024-06-05,2664.845,289.3,209.0
2024-06-06,2673.036,269.2,194.0
2024-06-07,1649.629,278.7,201.6
2024-06-08,1686.363,267.3,206.3
2024-06-09,1687.553,248.6,189.1
2024-06-10,1684.906,291.0,214.7
2024-06-11,1661.793,254.2,188.3
2024-06-12,1677.834,277.0,200.7
2024-06-13,1661.305,271.3,205.5
2024-06-14,1670.808,274.0,200.8
2024-06-15,1712.484,265.7,195.4
2024-06-16,1677.988,277.0,208.3
2024-06-17,1656.476,253.4,186.7
2024-06-18,1679.407,270.0,198.6
2024-06-19,1653.722,263.6,195.2
2024-06-20,1656.284,260.1,196.6
2024-06-21,1658.93,269.4,208.1
2024-06-22,1668.935,279.7,210.2
2024-06-23,1692.091,264.0,199.6
2024-06-24,1686.08,279.1,205.5
2024-06-25,1685.151,272.7,198.2
2024-06-26,1657.961,258.2,194.5
2024-06-27,1667.309,266.6,198.2
2024-06-28,1680.943,271.0,193.3
2024-06-29,1665.85,263.3,193.2
2024-06-30,1671.717,274.8,203.0
