date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1650.78,310.2,345.1
2024-03-04,1670.554,310.0,347.1
2024-03-05,1672.768,324.4,336.5
2024-03-06,1647.993,313.8,356.6
2024-03-07,1652.568,341.5,383.6
2024-03-08,1623.798,309.3,351.5
2024-03-09,1642.643,318.8,356.1
2024-03-10,1648.426,289.5,324.1
2024-03-11,1661.988,305.6,340.7
2024-03-12,1645.056,324.4,365.6
2024-03-13,1652.229,328.6,340.3
2024-03-14,1640.406,264.8,277.1
2024-03-15,1663.598,326.8,350.2
2024-03-16,1667.826,339.5,370.8
2024-03-17,1667.439,287.6,319.3
2024-03-18,1660.962,331.6,367.5
2024-03-19,1635.163,273.4,310.6
2024-03-20,1650.46,319.5,363.3
2024-03-21,1653.992,318.4,339.8
2024-03-22,1654.058,283.4,313.2
2024-03-23,20.582,145.9,155.8
2024-03-24,20.86,148.4,161.8
2024-03-25,20.734,142.7,158.1
2024-03-26,20.364,152.7,150.5
2024-03-27,27.941,135.0,159.8
2024-03-28,27.93,131.1,146.3
2024-03-29,27.529,148.2,159.6
2024-03-30,27.988,148.1,172.6
2024-03-31,37.389,152.4,165.3
2024-04-01,36.921,133.1,146.6
2024-04-02,37.619,137.3,148.3
2024-04-03,37.53,136.3,157.5
2024-04-04,50.418,138.6,151.5
2024-04-05,50.514,147.7,162.7
2024-04-06,50.169,147.1,167.5
2024-04-07,50.841,138.1,154.2
2024-04-08,68.158,156.3,171.2
2024-04-09,68.301,152.3,173.0
2024-04-10,68.431,142.0,168.8
2024-04-11,67.4,149.5,165.6
2024-04-12,91.188,143.8,158.3
2024-04-13,89.978,153.5,169.2
2024-04-14,92.531,153.2,175.1
2024-04-15,90.896,158.8,170.9
2024-04-16,124.323,166.1,180.6
2024-04-17,124.619,168.7,176.3
2024-04-18,124.906,164.4,173.7
2024-04-19,122.663,165.8,178.9
2024-04-20,167.427,178.2,195.1
2024-04-21,170.335,166.1,192.6
2024-04-22,170.409,172.3,192.2
2024-04-23,169.191,172.7,184.1
2024-04-24,226.834,179.4,192.3
2024-04-25,223.799,181.0,207.3
2024-04-26,227.695,174.8,198.6
2024-04-27,225.714,184.5,202.5
2024-04-28,306.766,197.2,213.3
2024-04-29,303.125,189.0,214.8
2024-04-30,304.528,195.8,208.1
2024-05-01,305.556,190.1,211.1
2024-05-02,412.65,190.5,224.5
2024-05-03,413.669,214.5,236.8
2024-05-04,409.252,216.0,231.2
2024-05-05,406.107,216.6,240.6
2024-05-06,564.479,229.2,247.7
2024-05-07,569.281,256.4,269.1
2024-05-08,557.939,225.4,252.7
2024-05-09,548.1,218.2,247.8
2024-05-10,743.724,244.0,265.0
2024-05-11,753.335,237.6,257.6
2024-05-12,759.571,274.3,291.9
2024-05-13,740.428,266.9,291.4
2024-05-14,1010.13,286.2,308.4
2024-05-15,1013.369,271.7,288.7
2024-05-16,1020.131,288.6,336.0
2024-05-17,1007.912,270.8,301.4
2024-05-18,1343.404,293.2,327.4
2024-05-19,1373.224,313.5,353.5
2024-05-20,1380.097,305.2,343.0
2024-05-21,1363.619,329.0,356.1
2024-05-22,1849.026,322.9,357.2
2024-05-23,1832.825,317.0,344.7
2024-05-24,1825.987,310.3,345.1
2024-05-25,1860.465,296.1,328.3
2024-05-26,2494.599,335.2,363.2
2024-05-27,2497.155,360.0,378.7
2024-05-28,2522.297,344.6,379.6
2024-05-29,2458.757,337.6,367.9
2024-05-30,3334.661,343.0,354.5
2024-05-31,3358.467,346.8,386.5
2024-06-01,3334.249,354.7,401.1
2024-06-02,3379.431,338.0,401.5
2024-06-03,4516.226,355.9,385.6
2024-06-04,4479.796,343.1,369.9
2024-06-05,4527.682,370.2,392.1
2024-06-06,4532.413,306.3,338.1
2024-06-07,1676.279,318.7,351.8
2024-06-08,1667.285,351.5,375.9
2024-06-09,1668.415,296.5,323.4
2024-06-10,1666.075,321.6,331.5
2024-06-11,1657.63,309.3,349.3
2024-06-12,1648.862,311.9,333.9
2024-06-13,1665.553,327.7,359.1
2024-06-14,1655.224,327.5,343.5
2024-06-15,1688.82,320.4,345.0
2024-06-16,1683.047,326.7,355.2
2024-06-17,1671.266,315.0,345.4
2024-06-18,1667.042,351.8,391.7
2024-06-19,1659.295,308.7,354.2
2024-06-20,1639.812,312.1,350.3
2024-06-21,1657.166,288.0,325.6
2024-06-22,1662.44,300.2,344.6
2024-06-23,1664.567,325.8,363.8
2024-06-24,1668.554,298.0,326.5
2024-06-25,1676.057,283.0,320.4
2024-06-26,1649.261,308.7,350.2
2024-06-27,1649.412,327.5,366.6
2024-06-28,1684.851,323.4,338.8
2024-06-29,1673.56,314.9,336.3
2024-06-30,1654.266,292.0,317.5
