date,injection_gas_mcfd,bopd,bwpd
2024-03-03,709.484,155.5,59.8
2024-03-04,704.959,171.1,68.4
2024-03-05,728.39,160.5,64.2
2024-03-06,729.731,159.4,61.1
2024-03-07,713.805,166.7,66.3
2024-03-08,707.753,167.0,67.2
2024-03-09,721.88,162.4,64.8
2024-03-10,727.878,172.5,69.2
2024-03-11,734.129,160.0,61.5
2024-03-12,724.889,164.4,65.6
2024-03-13,718.485,163.7,64.4
2024-03-14,714.725,167.5,65.7
2024-03-15,721.248,168.4,67.9
2024-03-16,719.007,159.2,65.0
2024-03-17,713.845,170.3,70.0
2024-03-18,735.94,166.8,67.9
2024-03-19,734.04,155.1,61.3
2024-03-20,729.358,154.1,61.5
2024-03-21,714.525,166.4,67.0
2024-03-22,727.332,165.9,65.9
2024-03-23,6.403,96.2,38.2
2024-03-24,6.391,96.0,38.7
2024-03-25,6.442,97.5,38.6
2024-03-26,6.403,100.7,39.3
2024-03-27,8.649,93.2,36.6
2024-03-28,8.64,92.4,37.1
2024-03-29,8.615,93.0,36.8
2024-03-30,8.432,98.1,39.1
2024-03-31,11.595,102.6,41.2
2024-04-01,11.521,96.6,38.0
2024-04-02,11.437,87.8,35.3
2024-04-03,11.78,91.3,36.4
2024-04-04,15.903,96.7,37.3
2024-04-05,15.845,96.2,39.3
2024-04-06,15.673,97.9,38.4
2024-04-07,15.844,100.4,38.4
2024-04-08,21.097,100.1,38.8
2024-04-09,21.137,105.6,40.9
2024-04-10,20.864,97.9,38.8
2024-04-11,21.178,97.4,38.4
2024-04-12,28.482,104.9,41.2
2024-04-13,28.094,95.9,38.5
2024-04-14,28.45,104.1,41.5
2024-04-15,28.442,102.9,41.0
2024-04-16,39.1,104.5,41.8
2024-04-17,38.753,111.6,44.8
2024-04-18,38.414,103.9,39.4
2024-04-19,38.505,114.2,44.9
2024-04-20,51.852,109.0,41.2
2024-04-21,51.724,103.0,40.8
2024-04-22,51.268,108.7,43.1
2024-04-23,51.751,103.2,41.8
2024-04-24,69.415,108.5,44.0
2024-04-25,69.063,114.2,45.4
2024-04-26,70.295,115.7,45.3
2024-04-27,70.211,109.7,43.9
2024-04-28,92.686,122.7,48.1
2024-04-29,94.256,123.4,48.9
2024-04-30,95.312,124.3,50.2
2024-05-01,95.372,121.1,47.4
2024-05-02,128.65,130.8,52.7
2024-05-03,127.393,114.6,46.0
2024-05-04,126.268,123.3,47.9
2024-05-05,125.964,119.1,48.1
2024-05-06,172.427,132.0,53.0
2024-05-07,172.487,128.8,51.1
2024-05-08,174.047,131.8,51.4
2024-05-09,173.725,142.7,55.5
2024-05-10,231.565,139.5,54.6
2024-05-11,228.986,141.5,56.7
2024-05-12,231.131,139.4,54.1
2024-05-13,232.375,140.2,56.0
2024-05-14,312.25,149.7,57.7
2024-05-15,311.075,151.3,59.7
2024-05-16,313.674,155.5,61.7
2024-05-17,311.306,155.9,65.0
2024-05-18,419.546,159.7,61.5
2024-05-19,423.513,159.0,65.0
2024-05-20,420.501,149.2,59.3
2024-05-21,423.229,155.8,62.2
2024-05-22,571.262,169.5,67.3
2024-05-23,563.215,168.4,67.3
2024-05-24,566.964,164.9,65.1
2024-05-25,577.897,168.1,68.6
2024-05-26,759.817,171.9,67.4
2024-05-27,752.479,174.9,70.9
2024-05-28,754.437,170.6,66.7
2024-05-29,768.974,165.9,65.6
2024-05-30,1037.658,174.4,67.5
2024-05-31,1036.117,150.6,60.2
2024-06-01,1049.932,172.2,70.3
2024-06-02,1009.611,146.0,57.7
2024-06-03,1405.305,160.5,63.3
2024-06-04,1421.619,176.5,68.3
2024-06-05,1383.977,175.7,69.3
2024-06-06,1394.447,165.7,63.5
2024-06-07,715.736,163.4,63.5
2024-06-08,714.716,176.2,70.1
2024-06-09,718.813,162.8,66.3
2024-06-10,731.46,179.6,75.4
2024-06-11,734.416,168.2,65.8
2024-06-12,718.743,168.7,68.8
2024-06-13,734.904,178.3,71.0
2024-06-14,721.422,168.5,66.5
2024-06-15,733.813,160.5,64.2
2024-06-16,720.493,166.6,66.1
2024-06-17,722.111,167.1,66.3
2024-06-18,723.801,158.7,62.3
2024-06-19,744.09,167.5,64.4
2024-06-20,727.305,164.1,62.9
2024-06-21,716.065,172.8,69.4
2024-06-22,728.154,168.1,66.2
2024-06-23,718.556,166.1,65.0
2024-06-24,717.634,166.6,66.0
2024-06-25,727.718,168.2,67.8
2024-06-26,721.39,171.4,68.1
2024-06-27,723.175,161.4,63.0
2024-06-28,721.266,159.3,64.7
2024-06-29,723.593,173.2,70.9
2024-06-30,724.23,164.2,65.7
