date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1131.089,371.2,387.3
2024-03-04,1157.341,334.7,332.0
2024-03-05,1178.118,340.1,345.1
2024-03-06,1159.306,342.1,350.0
2024-03-07,1168.908,356.3,363.9
2024-03-08,1154.042,352.4,358.7
2024-03-09,1151.091,374.5,387.5
2024-03-10,1156.327,371.4,378.0
2024-03-11,1142.537,369.9,365.9
2024-03-12,1140.833,352.4,373.3
2024-03-13,1166.522,356.2,377.1
2024-03-14,1167.743,338.1,358.9
2024-03-15,1140.518,375.5,370.7
2024-03-16,1163.085,337.5,352.3
2024-03-17,1150.933,362.7,383.1
2024-03-18,1155.849,377.5,378.5
2024-03-19,1157.236,357.7,370.2
2024-03-20,1163.389,352.9,363.8
2024-03-21,1152.888,350.1,383.2
2024-03-22,1168.179,304.8,334.5
2024-03-23,8.49,194.3,191.1
2024-03-24,8.517,179.1,200.0
2024-03-25,8.394,189.4,190.5
2024-03-26,8.647,189.6,202.1
2024-03-27,11.475,185.7,197.9
2024-03-28,11.503,183.3,183.9
2024-03-29,11.238,186.4,195.8
2024-03-30,11.327,189.8,195.7
2024-03-31,15.603,190.9,200.9
2024-04-01,15.456,192.2,200.2
2024-04-02,15.117,195.6,209.9
2024-04-03,15.572,183.1,189.9
2024-04-04,20.683,196.7,202.5
2024-04-05,21.09,201.7,215.7
2024-04-06,20.778,179.7,189.3
2024-04-07,20.839,194.1,205.4
2024-04-08,28.393,196.9,199.6
2024-04-09,27.81,199.4,199.8
2024-04-10,27.784,193.6,196.9
2024-04-11,28.007,199.8,202.9
2024-04-12,38.18,217.7,230.7
2024-04-13,37.363,191.5,204.1
2024-04-14,37.235,195.6,201.4
2024-04-15,38.178,190.3,205.6
2024-04-16,50.788,222.2,239.7
2024-04-17,50.896,207.7,216.5
2024-04-18,50.148,214.5,216.4
2024-04-19,50.749,203.8,221.2
2024-04-20,68.943,213.8,220.8
2024-04-21,69.59,219.8,228.3
2024-04-22,68.417,244.8,250.6
2024-04-23,70.091,238.2,239.8
2024-04-24,92.401,230.6,228.2
2024-04-25,92.402,237.2,250.1
2024-04-26,94.468,229.4,231.7
2024-04-27,93.234,206.9,235.1
2024-04-28,124.85,262.2,262.4
2024-04-29,125.349,264.6,263.4
2024-04-30,127.242,257.1,270.2
2024-05-01,127.384,238.4,258.4
2024-05-02,168.022,262.2,271.8
2024-05-03,169.334,270.3,284.5
2024-05-04,169.559,276.7,270.6
2024-05-05,167.735,262.7,266.3
2024-05-06,228.466,269.3,269.7
2024-05-07,228.605,293.0,286.1
2024-05-08,231.199,295.8,307.1
2024-05-09,231.353,279.9,270.4
2024-05-10,307.443,316.4,314.4
2024-05-11,307.799,309.0,314.5
2024-05-12,310.508,316.1,318.8
2024-05-13,306.654,310.8,325.4
2024-05-14,418.679,310.7,324.5
2024-05-15,415.863,295.9,314.5
2024-05-16,412.194,309.8,327.9
2024-05-17,412.246,325.8,349.0
2024-05-18,569.778,329.5,340.8
2024-05-19,560.773,325.2,339.6
2024-05-20,570.864,309.8,325.6
2024-05-21,558.766,358.7,372.7
2024-05-22,760.088,360.8,368.8
2024-05-23,776.015,360.3,368.9
2024-05-24,749.868,364.7,368.0
2024-05-25,743.498,352.2,369.1
2024-05-26,1035.828,350.5,361.6
2024-05-27,1014.215,354.5,359.4
2024-05-28,1022.459,350.8,355.7
2024-05-29,1016.679,397.8,396.6
2024-05-30,1383.673,358.4,382.0
2024-05-31,1366.855,348.9,361.8
2024-06-01,1377.489,367.5,370.3
2024-06-02,1386.18,337.3,357.7
2024-06-03,1843.333,381.5,388.0
2024-06-04,1849.072,354.9,351.7
2024-06-05,1855.64,358.2,382.3
2024-06-06,1835.502,375.1,381.7
2024-06-07,1147.067,362.4,370.3
2024-06-08,1153.303,355.8,368.6
2024-06-09,1147.332,348.5,373.4
2024-06-10,1148.809,353.8,366.2
2024-06-11,1151.706,353.0,352.0
2024-06-12,1144.381,345.3,363.2
2024-06-13,1159.895,378.6,385.9
2024-06-14,1168.476,343.0,375.9
2024-06-15,1146.585,343.5,355.4
2024-06-16,1157.524,359.5,347.4
2024-06-17,1149.175,368.3,385.1
2024-06-18,1156.145,353.3,387.9
2024-06-19,1169.972,353.9,384.2
2024-06-20,1157.794,341.1,373.2
2024-06-21,1131.506,368.4,369.5
2024-06-22,1157.164,340.7,362.5
2024-06-23,1166.137,355.1,359.3
2024-06-24,1149.382,367.2,382.5
2024-06-25,1163.404,374.5,372.6
2024-06-26,1143.985,344.1,349.1
2024-06-27,1134.822,346.0,350.7
2024-06-28,1153.561,351.3,373.5
2024-06-29,1131.701,374.3,396.8
2024-06-30,1149.173,326.1,340.2
