date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1067.742,237.2,333.1
2024-03-04,1065.018,223.9,312.9
2024-03-05,1078.157,220.2,332.6
2024-03-06,1073.658,243.8,340.6
2024-03-07,1071.285,231.8,342.0
2024-03-08,1095.369,238.7,340.7
2024-03-09,1077.792,247.8,353.4
2024-03-10,1092.38,230.6,319.5
2024-03-11,1072.928,235.7,335.9
2024-03-12,1081.321,243.4,338.2
2024-03-13,1078.082,230.1,330.8
2024-03-14,1060.368,252.4,357.4
2024-03-15,1094.088,251.5,347.1
2024-03-16,1077.223,235.3,348.6
2024-03-17,1086.732,252.5,366.4
2024-03-18,1070.568,225.5,316.9
2024-03-19,1076.902,236.9,340.1
2024-03-20,1069.33,241.5,343.9
2024-03-21,1092.013,233.4,323.0
2024-03-22,1082.04,240.2,344.0
2024-03-23,8.229,101.4,141.7
2024-03-24,8.31,109.9,151.6
2024-03-25,8.294,113.0,152.2
2024-03-26,8.262,106.7,150.5
2024-03-27,10.906,97.0,141.4
2024-03-28,10.986,103.5,144.1
2024-03-29,10.952,102.6,160.8
2024-03-30,11.144,104.2,153.8
2024-03-31,14.954,93.6,140.3
2024-04-01,14.721,111.3,163.7
2024-04-02,14.9,104.2,159.3
2024-04-03,14.706,106.1,147.2
2024-04-04,20.134,121.1,157.7
2024-04-05,19.811,108.3,152.2
2024-04-06,20.251,106.1,154.7
2024-04-07,20.22,111.7,160.4
2024-04-08,27.701,121.3,175.0
2024-04-09,27.413,117.7,176.4
2024-04-10,27.067,114.3,165.5
2024-04-11,27.405,113.8,167.4
2024-04-12,36.167,123.8,170.9
2024-04-13,36.326,114.4,157.1
2024-04-14,36.802,116.8,177.0
2024-04-15,35.888,113.8,163.2
2024-04-16,49.476,126.6,176.8
2024-04-17,48.99,123.6,172.7
2024-04-18,49.545,127.6,178.0
2024-04-19,48.961,125.6,174.8
2024-04-20,67.07,117.6,160.3
2024-04-21,66.8,135.5,183.4
2024-04-22,67.722,134.7,191.0
2024-04-23,66.791,134.4,187.9
2024-04-24,89.428,135.1,200.9
2024-04-25,89.899,147.3,212.7
2024-04-26,88.91,139.7,201.5
2024-04-27,90.487,144.0,200.2
2024-04-28,122.325,156.9,223.1
2024-04-29,124.61,151.9,219.9
2024-04-30,120.851,142.1,208.4
2024-05-01,121.282,135.5,192.9
2024-05-02,163.15,155.7,231.3
2024-05-03,164.443,167.8,239.7
2024-05-04,164.721,157.9,232.1
2024-05-05,164.007,169.7,238.1
2024-05-06,223.832,185.7,248.4
2024-05-07,220.06,184.9,266.7
2024-05-08,223.61,172.8,253.5
2024-05-09,222.619,178.5,260.4
2024-05-10,298.753,194.6,282.3
2024-05-11,297.848,205.4,289.7
2024-05-12,306.04,183.6,254.7
2024-05-13,296.348,186.3,271.5
2024-05-14,404.381,212.7,308.6
2024-05-15,400.155,222.6,311.5
2024-05-16,410.379,205.3,305.4
2024-05-17,406.756,209.3,289.6
2024-05-18,540.353,229.8,321.4
2024-05-19,546.832,220.4,334.4
2024-05-20,545.445,213.5,314.8
2024-05-21,541.233,225.0,317.3
2024-05-22,739.688,240.1,346.6
2024-05-23,736.98,247.2,355.1
2024-05-24,735.705,251.3,325.1
2024-05-25,733.814,235.4,325.3
2024-05-26,994.88,236.4,337.1
2024-05-27,992.883,243.7,343.7
2024-05-28,991.196,234.3,337.7
2024-05-29,984.26,232.5,346.2
2024-05-30,1359.351,231.0,326.2
2024-05-31,1322.67,257.5,354.0
2024-06-01,1342.427,227.0,328.1
2024-06-02,1332.43,237.0,334.5
2024-06-03,1835.47,242.2,344.0
2024-06-04,1787.436,261.2,369.2
2024-06-05,1790.47,225.0,349.0
2024-06-06,1786.239,245.3,323.1
2024-06-07,1082.17,234.4,330.2
2024-06-08,1063.87,253.3,361.8
2024-06-09,1073.519,214.4,297.7
2024-06-10,1055.463,223.5,330.0
2024-06-11,1081.274,259.1,381.3
2024-06-12,1073.285,243.5,347.2
2024-06-13,1062.629,228.3,323.0
2024-06-14,1090.391,238.0,338.6
2024-06-15,1064.575,238.7,339.7
2024-06-16,1087.277,246.2,350.7
2024-06-17,1071.118,256.1,363.4
2024-06-18,1095.956,240.3,346.4
2024-06-19,1086.766,228.9,336.1
2024-06-20,1067.807,251.5,343.6
2024-06-21,1068.788,236.1,324.7
2024-06-22,1085.212,236.5,317.1
2024-06-23,1075.85,216.8,319.7
2024-06-24,1076.854,221.6,319.4
2024-06-25,1092.404,226.8,330.0
2024-06-26,1070.604,233.3,316.5
2024-06-27,1079.665,231.5,353.0
2024-06-28,1088.978,229.3,320.4
2024-06-29,1087.408,207.1,297.7
2024-06-30,1076.959,223.6,329.5
