date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1511.485,184.4,173.1
2024-03-04,1534.207,183.5,173.1
2024-03-05,1517.335,193.2,179.6
2024-03-06,1517.885,176.7,167.0
2024-03-07,1549.64,207.2,192.0
2024-03-08,1510.97,189.3,173.5
2024-03-09,1510.499,183.4,179.4
2024-03-10,1513.796,186.0,179.0
2024-03-11,1488.047,200.3,182.9
2024-03-12,1496.541,188.8,179.3
2024-03-13,1495.605,174.4,159.4
2024-03-14,1512.949,198.5,179.1
2024-03-15,1500.595,179.4,172.7
2024-03-16,1505.291,189.9,168.8
2024-03-17,1519.56,173.2,166.2
2024-03-18,1516.189,189.5,175.6
2024-03-19,1500.783,180.3,167.4
2024-03-20,1493.142,184.1,174.0
2024-03-21,1520.279,181.4,172.3
2024-03-22,1514.847,201.4,183.6
2024-03-23,13.155,74.2,70.8
2024-03-24,13.328,69.5,65.2
2024-03-25,13.392,70.9,63.9
2024-03-26,13.474,68.7,63.8
2024-03-27,18.205,72.2,70.1
2024-03-28,18.092,67.9,66.5
2024-03-29,18.146,68.6,65.4
2024-03-30,18.052,74.4,67.1
2024-03-31,24.18,69.6,65.9
2024-04-01,24.28,70.7,67.6
2024-04-02,24.348,66.4,63.3
2024-04-03,24.335,72.8,69.6
2024-04-04,32.23,78.4,74.0
2024-04-05,32.718,75.4,70.3
2024-04-06,32.867,78.2,71.7
2024-04-07,32.756,72.6,64.2
2024-04-08,44.216,75.7,71.4
2024-04-09,44.542,72.4,67.9
2024-04-10,43.847,74.0,70.2
2024-04-11,43.604,79.0,71.0
2024-04-12,59.604,77.7,74.0
2024-04-13,60.269,71.7,71.1
2024-04-14,60.822,74.1,69.4
2024-04-15,60.28,74.0,69.0
2024-04-16,79.524,82.9,78.1
2024-04-17,80.522,86.1,85.2
2024-04-18,80.917,87.6,79.4
2024-04-19,80.853,75.5,70.9
2024-04-20,109.495,92.7,84.6
2024-04-21,107.909,90.4,83.1
2024-04-22,108.979,81.4,75.9
2024-04-23,109.366,84.1,81.6
2024-04-24,148.172,94.7,93.1
2024-04-25,145.774,94.1,89.0
2024-04-26,146.451,88.4,81.6
2024-04-27,142.985,91.2,91.5
2024-04-28,197.07,92.4,85.2
2024-04-29,197.263,100.4,92.2
2024-04-30,196.281,107.5,95.4
2024-05-01,198.631,98.8,96.1
2024-05-02,267.436,106.6,102.3
2024-05-03,261.54,109.5,109.7
2024-05-04,268.162,116.8,104.8
2024-05-05,265.102,113.3,110.4
2024-05-06,362.829,126.1,118.0
2024-05-07,356.447,125.0,119.5
2024-05-08,361.183,128.2,114.1
2024-05-09,360.053,120.4,117.3
2024-05-10,488.705,134.0,128.1
2024-05-11,487.835,133.8,124.8
2024-05-12,485.985,127.1,120.9
2024-05-13,479.743,130.5,119.2
2024-05-14,647.744,148.0,135.9
2024-05-15,653.617,151.3,139.4
2024-05-16,657.402,161.9,143.3
2024-05-17,653.457,146.9,140.6
2024-05-18,892.705,167.6,162.0
2024-05-19,884.682,172.1,157.5
2024-05-20,878.597,160.8,151.7
2024-05-21,884.692,167.9,155.6
2024-05-22,1199.819,174.1,164.1
2024-05-23,1201.004,187.6,172.1
2024-05-24,1219.601,184.0,167.5
2024-05-25,1189.107,165.4,159.2
2024-05-26,1614.177,188.2,175.4
2024-05-27,1622.248,193.6,191.7
2024-05-28,1614.986,185.3,173.3
2024-05-29,1607.278,192.5,175.0
2024-05-30,2145.972,194.1,187.8
2024-05-31,2168.607,183.8,174.8
2024-06-01,2156.338,195.3,186.3
2024-06-02,2142.106,179.4,173.5
2024-06-03,2917.899,193.8,177.6
2024-06-04,2910.504,205.8,191.5
2024-06-05,2958.473,200.4,186.2
2024-06-06,2958.982,198.2,178.3
2024-06-07,1489.626,188.3,174.5
2024-06-08,1499.302,180.7,175.4
2024-06-09,1475.28,183.5,172.6
2024-06-10,1495.783,192.9,173.2
2024-06-11,1509.211,183.3,163.6
2024-06-12,1515.614,180.9,177.3
2024-06-13,1492.495,182.3,169.8
2024-06-14,1519.025,174.8,160.2
2024-06-15,1480.429,178.1,165.0
2024-06-16,1484.459,199.8,178.8
2024-06-17,1513.881,184.0,179.0
2024-06-18,1528.334,176.3,162.8
2024-06-19,1510.631,170.1,165.3
2024-06-20,1502.607,183.7,171.8
2024-06-21,1470.215,191.5,186.4
2024-06-22,1472.812,182.0,171.2
2024-06-23,1505.159,192.0,183.8
2024-06-24,1497.831,185.2,176.6
2024-06-25,1486.59,186.1,177.0
2024-06-26,1504.199,173.9,164.1
2024-06-27,1504.944,192.2,178.3
2024-06-28,1517.41,177.6,175.3
2024-06-29,1505.267,193.5,176.0
2024-06-30,1521.679,179.0,167.2
