date,injection_gas_mcfd,bopd,bwpd
2024-03-03,902.68,315.8,314.1
2024-03-04,898.372,289.4,288.7
2024-03-05,914.017,311.4,290.7
2024-03-06,892.59,300.9,291.5
2024-03-07,895.413,304.3,306.7
2024-03-08,900.801,294.9,297.1
2024-03-09,908.619,306.8,295.1
2024-03-10,887.216,300.1,300.2
2024-03-11,888.901,290.3,298.1
2024-03-12,882.349,305.7,311.5
2024-03-13,900.997,307.8,305.6
2024-03-14,890.63,304.9,299.4
2024-03-15,897.239,301.8,294.9
2024-03-16,906.66,312.3,315.3
2024-03-17,894.924,300.4,300.8
2024-03-18,902.786,298.0,302.4
2024-03-19,898.006,305.0,304.8
2024-03-20,906.756,321.5,328.0
2024-03-21,904.982,287.9,287.5
2024-03-22,894.47,309.8,315.8
2024-03-23,12.805,153.6,157.0
2024-03-24,12.961,171.9,167.1
2024-03-25,12.877,183.8,173.4
2024-03-26,12.648,167.6,174.8
2024-03-27,17.422,170.3,170.9
2024-03-28,17.121,170.2,161.0
2024-03-29,17.553,171.9,167.5
2024-03-30,17.486,166.2,169.4
2024-03-31,23.423,167.1,164.9
2024-04-01,23.392,171.1,167.7
2024-04-02,23.307,169.5,176.0
2024-04-03,23.514,169.1,163.2
2024-04-04,31.399,170.7,165.9
2024-04-05,31.59,164.3,164.6
2024-04-06,31.79,176.1,177.4
2024-04-07,31.338,176.7,178.6
2024-04-08,42.264,176.8,180.9
2024-04-09,42.018,183.9,184.1
2024-04-10,42.074,176.9,178.7
2024-04-11,41.749,180.9,178.8
2024-04-12,57.803,184.3,183.9
2024-04-13,58.422,181.5,181.3
2024-04-14,58.202,178.0,178.3
2024-04-15,56.451,195.7,199.4
2024-04-16,77.995,183.2,185.5
2024-04-17,78.534,183.2,182.6
2024-04-18,77.08,193.5,188.0
2024-04-19,77.512,189.7,189.3
2024-04-20,102.389,184.1,183.1
2024-04-21,104.766,203.8,204.1
2024-04-22,103.376,188.1,200.0
2024-04-23,104.696,188.3,184.6
2024-04-24,138.792,212.9,214.6
2024-04-25,141.758,207.0,212.8
2024-04-26,142.437,194.7,194.5
2024-04-27,139.888,211.7,226.0
2024-04-28,188.09,223.3,219.9
2024-04-29,186.151,214.8,215.9
2024-04-30,189.746,233.3,226.8
2024-05-01,189.146,219.1,215.9
2024-05-02,252.742,229.2,229.9
2024-05-03,257.887,222.4,227.1
2024-05-04,255.568,235.1,236.4
2024-05-05,253.962,230.5,238.4
2024-05-06,344.497,247.8,246.0
2024-05-07,350.129,241.6,238.2
2024-05-08,348.507,239.2,258.2
2024-05-09,345.968,245.4,247.2
2024-05-10,470.344,254.6,248.1
2024-05-11,462.023,252.0,245.7
2024-05-12,467.601,275.6,266.8
2024-05-13,468.138,234.8,240.5
2024-05-14,627.804,287.9,283.5
2024-05-15,633.515,278.6,278.4
2024-05-16,625.845,298.9,297.1
2024-05-17,633.984,275.9,280.8
2024-05-18,855.843,313.7,304.5
2024-05-19,826.317,299.9,289.1
2024-05-20,861.277,302.5,303.2
2024-05-21,825.206,305.9,310.1
2024-05-22,1141.445,308.0,309.7
2024-05-23,1160.297,332.5,323.2
2024-05-24,1144.876,299.8,304.7
2024-05-25,1131.681,322.2,313.8
2024-05-26,1532.841,339.6,332.9
2024-05-27,1565.707,338.8,327.9
2024-05-28,1520.012,342.9,354.9
2024-05-29,1567.289,312.6,317.2
2024-05-30,2090.107,309.5,313.8
2024-05-31,2066.324,311.4,321.8
2024-06-01,2079.065,325.0,352.0
2024-06-02,2069.987,345.6,326.9
2024-06-03,2846.35,337.7,328.9
2024-06-04,2842.574,320.7,313.4
2024-06-05,2773.393,347.2,337.0
2024-06-06,2810.517,321.4,309.9
2024-06-07,892.928,319.5,315.3
2024-06-08,912.353,346.2,332.3
2024-06-09,888.542,306.7,308.4
2024-06-10,915.152,312.1,311.3
2024-06-11,900.403,296.3,299.3
2024-06-12,890.237,279.7,282.8
2024-06-13,894.602,294.1,298.2
2024-06-14,893.482,292.4,287.9
2024-06-15,889.222,277.1,294.0
2024-06-16,901.557,324.3,325.2
2024-06-17,889.643,315.7,297.3
2024-06-18,881.064,312.5,302.0
2024-06-19,897.283,308.3,291.4
2024-06-20,884.464,301.3,300.2
2024-06-21,893.928,316.4,313.8
2024-06-22,892.514,305.7,300.1
2024-06-23,892.855,301.1,318.4
2024-06-24,918.725,300.6,304.2
2024-06-25,901.211,297.1,302.3
2024-06-26,902.913,291.4,282.2
2024-06-27,884.702,283.7,274.1
2024-06-28,894.812,300.8,299.8
2024-06-29,902.642,304.5,304.7
2024-06-30,891.475,296.3,279.0
