date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1168.221,458.7,202.7
2024-03-04,1155.254,463.0,207.1
2024-03-05,1147.85,494.6,221.2
2024-03-06,1169.709,455.4,201.7
2024-03-07,1173.809,447.2,210.7
2024-03-08,1174.262,480.5,231.7
2024-03-09,1174.735,454.8,205.9
2024-03-10,1145.535,475.8,211.5
2024-03-11,1152.212,438.2,190.9
2024-03-12,1191.163,458.8,208.8
2024-03-13,1155.877,429.4,195.2
2024-03-14,1175.245,442.8,199.7
2024-03-15,1160.086,473.9,217.9
2024-03-16,1169.041,457.7,211.2
2024-03-17,1160.713,452.4,208.5
2024-03-18,1174.669,447.4,203.3
2024-03-19,1169.708,459.3,205.1
2024-03-20,1162.873,462.8,214.9
2024-03-21,1155.843,477.0,218.3
2024-03-22,1171.238,409.2,190.9
2024-03-23,16.962,236.2,110.0
2024-03-24,17.244,249.7,110.8
2024-03-25,17.622,247.4,109.7
2024-03-26,17.402,251.1,113.0
2024-03-27,23.336,252.7,113.0
2024-03-28,23.15,243.9,113.4
2024-03-29,22.721,242.2,111.7
2024-03-30,22.863,243.8,114.2
2024-03-31,31.666,262.4,121.1
2024-04-01,31.018,243.6,112.0
2024-04-02,31.046,248.6,116.8
2024-04-03,31.213,252.4,116.7
2024-04-04,41.74,271.4,124.4
2024-04-05,41.671,249.9,118.1
2024-04-06,42.167,265.3,121.7
2024-04-07,41.812,268.7,122.2
2024-04-08,56.506,262.1,117.8
2024-04-09,56.483,257.8,119.8
2024-04-10,57.225,255.9,120.3
2024-04-11,56.796,258.8,118.3
2024-04-12,76.68,275.5,129.7
2024-04-13,77.276,275.2,120.6
2024-04-14,76.708,271.5,124.1
2024-04-15,76.604,256.8,117.4
2024-04-16,104.144,269.3,121.3
2024-04-17,104.349,297.8,143.5
2024-04-18,103.503,276.7,126.4
2024-04-19,103.739,270.8,122.8
2024-04-20,138.778,307.3,140.7
2024-04-21,138.667,298.0,130.5
2024-04-22,140.947,299.7,134.9
2024-04-23,140.494,287.7,134.5
2024-04-24,189.599,304.5,137.4
2024-04-25,189.27,306.6,137.8
2024-04-26,188.827,287.3,135.3
2024-04-27,190.054,303.3,142.9
2024-04-28,257.063,329.5,152.5
2024-04-29,257.002,352.1,159.5
2024-04-30,254.425,327.8,149.2
2024-05-01,258.214,298.2,134.1
2024-05-02,344.448,350.5,156.9
2024-05-03,345.836,390.9,174.8
2024-05-04,344.632,363.1,163.9
2024-05-05,344.512,340.5,152.3
2024-05-06,460.32,387.9,171.5
2024-05-07,466.984,364.6,167.6
2024-05-08,476.926,357.2,164.3
2024-05-09,461.994,365.7,173.7
2024-05-10,626.195,407.5,183.7
2024-05-11,622.959,372.6,171.6
2024-05-12,622.697,384.2,177.0
2024-05-13,635.415,406.4,184.9
2024-05-14,838.694,422.6,196.5
2024-05-15,840.373,436.5,203.1
2024-05-16,830.972,409.1,188.5
2024-05-17,837.979,444.8,202.4
2024-05-18,1119.92,436.0,198.0
2024-05-19,1146.584,493.1,218.9
2024-05-20,1171.285,430.8,193.7
2024-05-21,1135.208,439.5,198.4
2024-05-22,1511.839,488.5,218.1
2024-05-23,1551.302,508.5,235.0
2024-05-24,1526.289,479.4,225.2
2024-05-25,1557.442,492.3,220.8
2024-05-26,2068.775,489.9,225.6
2024-05-27,2061.519,473.6,211.9
2024-05-28,2070.934,481.9,219.1
2024-05-29,2090.347,469.3,211.5
2024-05-30,2793.095,469.7,217.8
2024-05-31,2785.556,507.4,228.7
2024-06-01,2793.895,471.4,220.5
2024-06-02,2763.856,504.1,229.5
2024-06-03,3792.538,475.6,214.5
2024-06-04,3710.046,509.6,226.9
2024-06-05,3760.763,488.8,224.9
2024-06-06,3806.226,524.3,244.7
2024-06-07,1171.65,465.1,214.1
2024-06-08,1175.006,475.5,228.4
2024-06-09,1167.35,441.4,208.4
2024-06-10,1181.774,462.6,210.3
2024-06-11,1178.911,443.3,201.5
2024-06-12,1173.321,451.0,208.5
2024-06-13,1178.945,458.2,205.9
2024-06-14,1176.876,443.4,208.1
2024-06-15,1162.977,436.0,201.1
2024-06-16,1152.412,432.0,198.8
2024-06-17,1173.02,415.1,192.8
2024-06-18,1174.489,435.5,206.9
2024-06-19,1180.848,471.6,216.6
2024-06-20,1157.173,430.0,196.3
2024-06-21,1157.522,429.5,203.1
2024-06-22,1173.482,489.8,228.9
2024-06-23,1167.279,449.0,204.0
2024-06-24,1146.082,464.2,212.4
2024-06-25,1172.492,471.2,216.6
2024-06-26,1146.472,469.3,216.5
2024-06-27,1157.068,435.1,193.3
2024-06-28,1183.899,461.3,204.1
2024-06-29,1189.427,433.9,194.7
2024-06-30,1153.91,507.1,227.2
