date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1318.702,360.1,245.6
2024-03-04,1325.825,355.2,235.6
2024-03-05,1327.638,363.1,236.5
2024-03-06,1338.979,347.6,223.9
2024-03-07,1326.176,389.3,250.2
2024-03-08,1351.506,355.3,221.9
2024-03-09,1325.423,388.9,238.5
2024-03-10,1324.346,360.4,225.8
2024-03-11,1325.231,371.9,237.8
2024-03-12,1310.023,378.1,229.7
2024-03-13,1313.739,378.5,239.1
2024-03-14,1320.457,348.8,221.9
2024-03-15,1342.579,376.5,239.7
2024-03-16,1327.061,389.2,245.1
2024-03-17,1321.068,357.5,226.9
2024-03-18,1343.783,354.7,236.9
2024-03-19,1348.093,350.4,228.0
2024-03-20,1344.166,357.1,225.5
2024-03-21,1316.176,385.0,246.0
2024-03-22,1320.927,345.7,221.1
2024-03-23,8.778,191.8,120.5
2024-03-24,8.642,212.1,133.2
2024-03-25,8.598,200.7,131.7
2024-03-26,8.683,215.4,136.5
2024-03-27,11.751,198.1,123.4
2024-03-28,11.567,200.6,128.3
2024-03-29,11.659,194.1,124.6
2024-03-30,11.741,204.6,124.7
2024-03-31,15.516,187.6,119.9
2024-04-01,15.7,205.7,134.5
2024-04-02,15.523,203.5,131.7
2024-04-03,15.544,197.0,133.2
2024-04-04,21.063,199.4,131.6
2024-04-05,21.284,195.0,129.4
2024-04-06,21.114,205.3,140.7
2024-04-07,21.045,194.0,126.5
2024-04-08,28.598,213.2,137.0
2024-04-09,28.256,224.3,147.0
2024-04-10,28.706,222.9,140.7
2024-04-11,28.907,196.6,126.2
2024-04-12,38.539,211.3,133.1
2024-04-13,38.492,217.4,140.5
2024-04-14,38.714,215.4,135.7
2024-04-15,37.787,203.6,128.1
2024-04-16,52.325,224.3,145.1
2024-04-17,53.66,222.7,142.1
2024-04-18,51.982,243.0,148.3
2024-04-19,51.983,222.4,137.4
2024-04-20,70.751,244.3,152.0
2024-04-21,71.385,221.3,138.6
2024-04-22,70.914,220.5,142.6
2024-04-23,68.715,236.0,151.9
2024-04-24,95.3,249.9,164.2
2024-04-25,97.203,231.8,151.2
2024-04-26,95.356,239.7,157.6
2024-04-27,93.672,226.6,147.2
2024-04-28,128.236,253.1,162.8
2024-04-29,126.237,260.4,171.3
2024-04-30,129.452,249.2,163.2
2024-05-01,126.653,251.4,162.4
2024-05-02,172.68,255.8,169.0
2024-05-03,171.072,269.7,162.9
2024-05-04,171.609,290.8,184.8
2024-05-05,175.117,273.7,173.9
2024-05-06,233.08,274.4,180.7
2024-05-07,231.537,280.7,186.7
2024-05-08,230.172,273.6,169.0
2024-05-09,228.481,272.4,180.5
2024-05-10,310.257,327.1,203.4
2024-05-11,314.54,309.2,192.4
2024-05-12,317.268,332.2,211.4
2024-05-13,312.428,306.9,194.9
2024-05-14,430.618,330.5,203.6
2024-05-15,420.918,331.1,215.4
2024-05-16,422.951,288.5,187.8
2024-05-17,419.383,324.0,212.8
2024-05-18,577.751,341.5,216.3
2024-05-19,584.083,361.7,231.3
2024-05-20,562.004,352.8,225.6
2024-05-21,570.103,319.5,213.1
2024-05-22,781.722,379.1,226.2
2024-05-23,760.788,350.3,219.0
2024-05-24,776.333,338.7,216.8
2024-05-25,781.387,358.1,223.1
2024-05-26,1042.48,355.6,226.2
2024-05-27,1047.397,380.2,242.6
2024-05-28,1060.008,365.1,229.9
2024-05-29,1061.962,360.6,231.2
2024-05-30,1404.733,371.2,241.3
2024-05-31,1398.121,377.0,240.0
2024-06-01,1392.672,373.3,236.3
2024-06-02,1419.336,381.6,243.3
2024-06-03,1870.677,370.1,236.9
2024-06-04,1891.904,369.8,226.8
2024-06-05,1898.643,377.5,244.4
2024-06-06,1887.155,361.5,228.9
2024-06-07,1331.216,356.3,235.2
2024-06-08,1361.545,382.9,248.7
2024-06-09,1325.887,379.2,249.8
2024-06-10,1321.721,363.5,226.9
2024-06-11,1340.98,354.9,225.1
2024-06-12,1330.682,385.8,239.5
2024-06-13,1346.608,374.3,235.4
2024-06-14,1329.687,360.3,237.8
2024-06-15,1324.203,350.4,232.6
2024-06-16,1303.822,368.8,229.5
2024-06-17,1305.999,361.3,228.7
2024-06-18,1303.132,350.7,224.1
2024-06-19,1332.537,360.0,233.8
2024-06-20,1309.417,370.0,226.8
2024-06-21,1344.169,360.3,221.6
2024-06-22,1327.903,371.4,240.6
2024-06-23,1324.26,385.8,235.3
2024-06-24,1316.299,375.6,237.8
2024-06-25,1335.762,355.6,228.6
2024-06-26,1316.821,369.5,238.9
2024-06-27,1314.42,361.7,230.7
2024-06-28,1343.277,343.6,218.0
2024-06-29,1332.209,366.8,239.7
2024-06-30,1324.383,361.2,232.9
