date,injection_gas_mcfd,bopd,bwpd
2024-03-03,773.532,153.8,140.3
2024-03-04,780.939,164.3,148.0
2024-03-05,780.947,166.9,148.7
2024-03-06,770.17,166.5,146.0
2024-03-07,776.633,160.7,143.8
2024-03-08,778.321,146.4,134.1
2024-03-09,784.074,159.2,142.1
2024-03-10,784.448,149.0,131.8
2024-03-11,776.306,147.2,130.5
2024-03-12,784.507,155.5,142.8
2024-03-13,779.424,156.7,144.9
2024-03-14,758.438,162.7,142.6
2024-03-15,777.061,160.5,140.6
2024-03-16,789.271,158.7,143.2
2024-03-17,767.713,146.6,136.7
2024-03-18,781.725,153.0,141.2
2024-03-19,793.224,149.3,128.6
2024-03-20,774.906,144.0,127.6
2024-03-21,780.862,162.7,141.5
2024-03-22,770.663,151.7,134.5
2024-03-23,6.446,93.8,87.6
2024-03-24,6.338,98.5,84.5
2024-03-25,6.346,92.2,78.7
2024-03-26,6.429,95.8,83.6
2024-03-27,8.616,90.3,81.3
2024-03-28,8.484,85.5,77.7
2024-03-29,8.504,93.0,84.1
2024-03-30,8.602,89.9,83.0
2024-03-31,11.478,94.3,80.1
2024-04-01,11.305,99.5,91.9
2024-04-02,11.544,88.4,78.3
2024-04-03,11.379,94.3,85.9
2024-04-04,15.837,92.6,79.7
2024-04-05,15.613,98.2,87.7
2024-04-06,15.444,95.5,85.9
2024-04-07,15.476,94.6,87.3
2024-04-08,20.633,94.2,80.4
2024-04-09,20.799,92.9,83.1
2024-04-10,21.244,101.0,87.5
2024-04-11,21.5,102.2,92.6
2024-04-12,28.584,98.5,89.9
2024-04-13,28.352,92.5,85.6
2024-04-14,28.255,99.6,87.6
2024-04-15,28.107,105.7,96.9
2024-04-16,39.082,98.5,91.4
2024-04-17,38.221,107.9,91.9
2024-04-18,39.103,96.1,87.3
2024-04-19,38.826,98.4,90.3
2024-04-20,50.772,105.2,93.2
2024-04-21,51.327,105.7,91.2
2024-04-22,51.326,98.0,89.9
2024-04-23,51.63,100.7,86.9
2024-04-24,69.683,110.5,98.1
2024-04-25,71.814,111.5,99.5
2024-04-26,68.974,111.2,101.3
2024-04-27,69.884,114.6,100.6
2024-04-28,94.665,112.2,98.2
2024-04-29,94.084,108.9,97.5
2024-04-30,94.189,114.9,105.5
2024-05-01,93.102,109.9,104.7
2024-05-02,127.092,113.6,97.2
2024-05-03,127.606,110.7,99.7
2024-05-04,127.373,119.9,103.8
2024-05-05,127.681,113.6,104.4
2024-05-06,173.733,124.0,107.8
2024-05-07,172.918,128.9,112.9
2024-05-08,171.435,127.0,111.5
2024-05-09,169.306,128.6,114.6
2024-05-10,229.779,118.8,107.0
2024-05-11,230.659,129.9,117.6
2024-05-12,231.75,133.1,118.8
2024-05-13,230.061,123.6,106.3
2024-05-14,309.013,132.0,120.3
2024-05-15,308.225,132.3,117.9
2024-05-16,306.781,134.6,124.3
2024-05-17,311.199,147.3,128.9
2024-05-18,414.729,159.2,135.8
2024-05-19,416.703,139.6,124.6
2024-05-20,419.257,144.9,134.2
2024-05-21,415.292,147.1,131.9
2024-05-22,570.131,153.8,136.6
2024-05-23,572.179,155.3,135.3
2024-05-24,564.854,149.1,139.9
2024-05-25,565.492,163.3,141.6
2024-05-26,770.533,164.3,143.7
2024-05-27,760.942,148.0,134.3
2024-05-28,760.415,164.7,139.5
2024-05-29,775.584,158.8,147.0
2024-05-30,1043.328,159.5,145.0
2024-05-31,1040.405,164.0,150.2
2024-06-01,1043.757,158.8,144.1
2024-06-02,1013.735,160.2,142.4
2024-06-03,1414.401,163.3,141.4
2024-06-04,1400.98,147.5,131.2
2024-06-05,1409.614,161.7,140.5
2024-06-06,1400.911,154.9,140.2
2024-06-07,781.227,147.0,134.3
2024-06-08,778.696,161.7,150.6
2024-06-09,783.712,158.5,143.0
2024-06-10,778.411,153.9,141.1
2024-06-11,787.622,153.2,135.7
2024-06-12,768.458,158.7,139.8
2024-06-13,776.617,161.1,145.8
2024-06-14,796.812,151.9,134.2
2024-06-15,775.957,155.4,139.8
2024-06-16,778.982,163.7,141.9
2024-06-17,773.954,145.6,126.8
2024-06-18,783.468,154.4,140.4
2024-06-19,775.096,151.5,138.7
2024-06-20,779.396,157.2,136.5
2024-06-21,787.474,151.6,138.0
2024-06-22,775.389,157.9,138.9
2024-06-23,787.003,168.1,150.2
2024-06-24,787.266,151.2,140.6
2024-06-25,789.083,156.3,142.8
2024-06-26,781.943,166.7,152.3
2024-06-27,806.155,149.1,140.5
2024-06-28,789.08,169.1,148.0
2024-06-29,783.382,158.2,137.3
2024-06-30,774.006,168.7,147.6
