date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1527.737,405.3,345.0
2024-03-04,1543.235,413.8,335.9
2024-03-05,1525.861,419.4,369.4
2024-03-06,1491.57,413.8,356.9
2024-03-07,1523.155,438.0,368.4
2024-03-08,1523.581,432.8,375.8
2024-03-09,1558.052,434.8,370.1
2024-03-10,1503.829,432.7,368.9
2024-03-11,1520.104,449.1,395.3
2024-03-12,1552.098,414.9,345.8
2024-03-13,1532.933,419.2,373.5
2024-03-14,1534.662,453.3,377.1
2024-03-15,1527.814,451.3,383.3
2024-03-16,1531.101,391.6,357.6
2024-03-17,1537.933,414.5,370.1
2024-03-18,1513.713,448.3,389.0
2024-03-19,1539.466,439.9,370.7
2024-03-20,1505.113,432.0,368.3
2024-03-21,1531.077,421.8,365.7
2024-03-22,1528.794,419.1,363.0
2024-03-23,10.529,188.2,162.4
2024-03-24,10.592,184.1,159.2
2024-03-25,10.529,186.0,160.0
2024-03-26,10.481,189.9,157.8
2024-03-27,14.245,184.8,157.6
2024-03-28,14.138,190.4,169.0
2024-03-29,14.342,214.5,178.7
2024-03-30,14.132,175.7,151.2
2024-03-31,19.428,197.2,166.8
2024-04-01,19.063,186.3,161.7
2024-04-02,19.181,197.9,169.4
2024-04-03,19.17,189.1,170.5
2024-04-04,26.375,202.5,177.7
2024-04-05,26.116,210.5,175.5
2024-04-06,25.975,197.3,174.0
2024-04-07,26.16,208.7,176.7
2024-04-08,34.385,186.0,158.3
2024-04-09,35.11,216.3,188.8
2024-04-10,35.827,209.1,178.5
2024-04-11,35.172,210.6,186.8
2024-04-12,47.429,204.5,173.2
2024-04-13,47.657,207.6,176.5
2024-04-14,47.822,216.2,183.7
2024-04-15,46.45,213.6,181.9
2024-04-16,62.881,222.6,198.6
2024-04-17,64.091,231.9,204.2
2024-04-18,63.5,203.3,184.5
2024-04-19,64.796,226.4,208.7
2024-04-20,86.03,241.2,202.7
2024-04-21,84.632,234.9,203.7
2024-04-22,85.208,226.8,189.9
2024-04-23,83.929,243.8,206.4
2024-04-24,116.182,232.6,197.8
2024-04-25,116.235,265.7,223.2
2024-04-26,115.96,243.3,204.4
2024-04-27,117.711,257.3,221.7
2024-04-28,159.025,280.6,234.6
2024-04-29,156.873,286.3,253.6
2024-04-30,153.787,276.3,233.0
2024-05-01,158.111,259.6,242.9
2024-05-02,213.221,297.1,253.9
2024-05-03,212.699,316.4,274.3
2024-05-04,214.125,313.6,261.6
2024-05-05,209.573,288.9,262.2
2024-05-06,291.875,321.8,287.3
2024-05-07,283.382,305.3,266.4
2024-05-08,288.271,339.5,282.9
2024-05-09,281.299,302.5,263.3
2024-05-10,382.503,370.4,310.6
2024-05-11,391.949,351.6,317.0
2024-05-12,385.087,384.8,340.6
2024-05-13,389.338,339.9,294.9
2024-05-14,522.223,391.3,316.2
2024-05-15,520.442,413.2,347.8
2024-05-16,528.094,396.4,349.7
2024-05-17,519.756,364.1,325.9
2024-05-18,690.494,398.2,355.4
2024-05-19,697.366,409.4,338.8
2024-05-20,706.888,404.8,353.2
2024-05-21,705.793,385.4,343.1
2024-05-22,933.766,422.7,349.1
2024-05-23,941.76,389.0,336.5
2024-05-24,943.113,416.4,363.0
2024-05-25,945.165,424.8,364.5
2024-05-26,1262.453,429.6,352.9
2024-05-27,1272.022,397.8,341.1
2024-05-28,1270.739,442.1,379.0
2024-05-29,1289.942,430.7,371.2
2024-05-30,1741.272,417.4,355.5
2024-05-31,1724.778,424.4,362.7
2024-06-01,1720.525,401.3,346.9
2024-06-02,1729.713,406.9,356.5
2024-06-03,2311.748,420.0,360.4
2024-06-04,2304.051,451.0,385.8
2024-06-05,2308.867,416.1,361.0
2024-06-06,2315.985,449.5,368.5
2024-06-07,1508.31,414.0,363.0
2024-06-08,1528.539,430.1,372.1
2024-06-09,1537.202,423.3,366.7
2024-06-10,1501.846,435.1,386.7
2024-06-11,1526.449,427.3,350.0
2024-06-12,1522.709,409.3,335.1
2024-06-13,1531.277,400.9,349.6
2024-06-14,1525.868,416.8,360.6
2024-06-15,1503.883,403.6,350.8
2024-06-16,1506.801,435.3,371.8
2024-06-17,1526.515,414.3,365.2
2024-06-18,1541.766,460.8,409.2
2024-06-19,1492.276,393.6,345.2
2024-06-20,1531.342,430.8,370.1
2024-06-21,1544.22,417.9,340.8
2024-06-22,1523.731,413.3,365.4
2024-06-23,1534.462,421.5,377.4
2024-06-24,1515.337,383.0,337.4
2024-06-25,1524.244,434.8,367.1
2024-06-26,1501.33,454.1,400.4
2024-06-27,1490.29,413.2,366.3
2024-06-28,1540.453,421.7,381.1
2024-06-29,1511.034,448.3,378.5
2024-06-30,1519.114,424.3,364.8
