date,injection_gas_mcfd,bopd,bwpd
2024-03-03,1381.184,351.0,428.6
2024-03-04,1375.058,298.6,402.9
2024-03-05,1379.188,299.0,418.6
2024-03-06,1367.653,319.7,389.4
2024-03-07,1391.551,322.1,403.1
2024-03-08,1390.149,305.0,391.1
2024-03-09,1380.331,322.2,433.1
2024-03-10,1394.97,328.1,402.1
2024-03-11,1385.869,307.2,386.1
2024-03-12,1367.567,307.0,399.5
2024-03-13,1384.507,326.2,419.6
2024-03-14,1366.193,338.1,423.0
2024-03-15,1391.538,351.7,443.7
2024-03-16,1378.732,372.2,450.2
2024-03-17,1376.87,331.7,417.0
2024-03-18,1370.027,313.5,393.7
2024-03-19,1396.284,295.9,378.0
2024-03-20,1377.289,331.8,412.6
2024-03-21,1373.512,311.4,401.1
2024-03-22,1374.563,313.3,411.0
2024-03-23,9.008,143.5,182.8
2024-03-24,8.993,145.7,186.9
2024-03-25,8.997,153.7,195.1
2024-03-26,8.999,148.4,188.1
2024-03-27,12.35,150.7,186.4
2024-03-28,12.041,142.4,182.4
2024-03-29,12.029,139.7,176.4
2024-03-30,11.992,140.7,191.5
2024-03-31,16.415,147.3,197.0
2024-04-01,16.499,161.8,207.8
2024-04-02,16.296,155.1,191.6
2024-04-03,16.178,161.4,196.9
2024-04-04,21.833,149.0,196.6
2024-04-05,22.158,147.6,188.7
2024-04-06,22.178,148.4,191.1
2024-04-07,22.134,156.2,186.6
2024-04-08,29.509,170.7,223.3
2024-04-09,29.775,153.7,197.8
2024-04-10,29.741,169.2,206.5
2024-04-11,29.771,155.9,194.4
2024-04-12,40.435,171.9,219.8
2024-04-13,40.175,168.8,214.3
2024-04-14,40.357,166.3,208.7
2024-04-15,40.112,166.4,210.1
2024-04-16,54.247,170.5,214.2
2024-04-17,54.432,176.9,225.4
2024-04-18,53.302,165.8,220.9
2024-04-19,53.917,173.6,201.7
2024-04-20,72.645,175.3,220.3
2024-04-21,72.522,184.5,235.2
2024-04-22,72.788,194.5,249.0
2024-04-23,74.08,187.1,234.1
2024-04-24,97.636,201.6,240.8
2024-04-25,99.443,197.9,253.6
2024-04-26,96.832,199.1,267.7
2024-04-27,98.159,203.8,245.2
2024-04-28,133.116,204.7,267.1
2024-04-29,133.679,222.5,278.9
2024-04-30,133.845,215.7,272.8
2024-05-01,133.954,229.4,280.5
2024-05-02,178.707,231.9,290.6
2024-05-03,178.503,212.1,281.0
2024-05-04,180.871,214.6,277.4
2024-05-05,178.989,236.0,317.3
2024-05-06,238.9,258.8,341.4
2024-05-07,239.245,243.9,313.8
2024-05-08,239.762,236.0,317.4
2024-05-09,243.19,261.2,336.0
2024-05-10,326.998,252.9,329.7
2024-05-11,328.788,261.1,327.5
2024-05-12,325.138,275.0,349.4
2024-05-13,327.051,268.1,331.9
2024-05-14,443.374,282.9,370.8
2024-05-15,439.254,292.3,356.0
2024-05-16,442.63,287.8,374.6
2024-05-17,437.701,304.9,383.9
2024-05-18,592.402,298.3,393.4
2024-05-19,592.291,307.4,399.6
2024-05-20,587.451,269.1,362.8
2024-05-21,597.456,299.6,389.2
2024-05-22,798.523,314.0,377.3
2024-05-23,802.389,300.7,380.2
2024-05-24,806.146,311.5,379.4
2024-05-25,805.871,314.7,391.8
2024-05-26,1089.797,324.6,433.2
2024-05-27,1081.527,301.5,390.5
2024-05-28,1078.011,326.9,404.6
2024-05-29,1081.73,322.2,394.5
2024-05-30,1436.182,320.6,406.8
2024-05-31,1439.691,346.0,420.7
2024-06-01,1441.509,336.3,416.6
2024-06-02,1446.263,340.5,436.1
2024-06-03,1979.098,316.9,417.7
2024-06-04,1953.369,313.3,405.3
2024-06-05,1963.763,337.2,395.4
2024-06-06,1996.828,327.3,419.1
2024-06-07,1374.506,326.7,415.0
2024-06-08,1389.594,308.4,396.3
2024-06-09,1366.542,315.9,423.1
2024-06-10,1376.586,340.7,402.6
2024-06-11,1366.315,361.5,449.0
2024-06-12,1374.744,345.3,446.5
2024-06-13,1391.012,323.2,388.3
2024-06-14,1355.593,312.0,415.8
2024-06-15,1385.413,303.7,389.8
2024-06-16,1382.7,312.1,407.1
2024-06-17,1371.224,332.5,413.3
2024-06-18,1359.473,335.1,436.7
2024-06-19,1380.415,309.0,406.1
2024-06-20,1372.116,314.9,402.3
2024-06-21,1382.63,295.6,377.7
2024-06-22,1379.722,321.1,410.7
2024-06-23,1401.515,316.2,389.2
2024-06-24,1376.118,318.8,402.0
2024-06-25,1365.302,314.3,396.2
2024-06-26,1381.893,321.3,412.5
2024-06-27,1382.455,296.3,388.5
2024-06-28,1398.169,312.0,381.5
2024-06-29,1390.94,353.4,446.0
2024-06-30,1384.343,299.5,399.2
